Time [s],Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
2.145632875,1,1,1,1,1,1
2.145637125,1,1,1,0,1,1
2.145661708,1,1,1,1,1,1
2.145666208,1,1,1,1,0,1
2.145714792,1,1,1,1,1,1
2.145719250,1,1,1,1,1,0
2.145815750,1,1,1,1,1,1
2.145820375,0,1,1,1,1,1
2.145823792,1,1,1,1,1,1
2.145828000,1,0,1,1,1,1
2.145834667,1,1,1,1,1,1
2.145838875,1,1,0,1,1,1
2.145851500,1,1,1,1,1,1
2.145855750,1,1,1,0,1,1
2.145880375,1,1,1,1,1,1
2.145884875,1,1,1,1,0,1
2.145933458,1,1,1,1,1,1
2.145937917,1,1,1,1,1,0
2.146034417,1,1,1,1,1,1
2.146039042,0,1,1,1,1,1
2.146042500,1,1,1,1,1,1
2.146046667,1,0,1,1,1,1
2.146053333,1,1,1,1,1,1
2.146057542,1,1,0,1,1,1
2.146070167,1,1,1,1,1,1
2.146074417,1,1,1,0,1,1
2.146099750,1,1,1,1,1,1
2.146104250,1,1,1,1,0,1
2.146152833,1,1,1,1,1,1
2.146157292,1,1,1,1,1,0
2.146253792,1,1,1,1,1,1
2.146258375,0,1,1,1,1,1
2.146261833,1,1,1,1,1,1
2.146266042,1,0,1,1,1,1
2.146272708,1,1,1,1,1,1
2.146276917,1,1,0,1,1,1
2.146289542,1,1,1,1,1,1
2.146293792,1,1,1,0,1,1
2.146318417,1,1,1,1,1,1
2.146322875,1,1,1,1,0,1
2.146371500,1,1,1,1,1,1
2.146375958,1,1,1,1,1,0
2.146472417,1,1,1,1,1,1
2.146477042,0,1,1,1,1,1
2.146480500,1,1,1,1,1,1
2.146484708,1,0,1,1,1,1
2.146491333,1,1,1,1,1,1
2.146495542,1,1,0,1,1,1
2.146508208,1,1,1,1,1,1
2.146512458,1,1,1,0,1,1
2.146537083,1,1,1,1,1,1
2.146541542,1,1,1,1,0,1
2.146590125,1,1,1,1,1,1
2.146594583,1,1,1,1,1,0
2.146691125,1,1,1,1,1,1
2.146695708,0,1,1,1,1,1
2.146699167,1,1,1,1,1,1
2.146703375,1,0,1,1,1,1
2.146710042,1,1,1,1,1,1
2.146714250,1,1,0,1,1,1
2.146726875,1,1,1,1,1,1
2.146731125,1,1,1,0,1,1
2.146755750,1,1,1,1,1,1
2.146760250,1,1,1,1,0,1
2.146808833,1,1,1,1,1,1
2.146813292,1,1,1,1,1,0
2.146909792,1,1,1,1,1,1
2.146914417,0,1,1,1,1,1
2.146917875,1,1,1,1,1,1
2.146922042,1,0,1,1,1,1
2.146928708,1,1,1,1,1,1
2.146932917,1,1,0,1,1,1
2.146945542,1,1,1,1,1,1
2.146949792,1,1,1,0,1,1
2.146974417,1,1,1,1,1,1
2.146978917,1,1,1,1,0,1
2.147027500,1,1,1,1,1,1
2.147031958,1,1,1,1,1,0
2.147129167,1,1,1,1,1,1
2.147133792,0,1,1,1,1,1
2.147137250,1,1,1,1,1,1
2.147141417,1,0,1,1,1,1
2.147148083,1,1,1,1,1,1
2.147152292,1,1,0,1,1,1
2.147164917,1,1,1,1,1,1
2.147169167,1,1,1,0,1,1
2.147193792,1,1,1,1,1,1
2.147198292,1,1,1,1,0,1
2.147246875,1,1,1,1,1,1
2.147251333,1,1,1,1,1,0
2.147347833,1,1,1,1,1,1
2.147352458,0,1,1,1,1,1
2.147355917,1,1,1,1,1,1
2.147360125,1,0,1,1,1,1
2.147366750,1,1,1,1,1,1
2.147370958,1,1,0,1,1,1
2.147383583,1,1,1,1,1,1
2.147387875,1,1,1,0,1,1
2.147412500,1,1,1,1,1,1
2.147416958,1,1,1,1,0,1
2.147465542,1,1,1,1,1,1
2.147470000,1,1,1,1,1,0
2.147566500,1,1,1,1,1,1
2.147571125,0,1,1,1,1,1
2.147574583,1,1,1,1,1,1
2.147578792,1,0,1,1,1,1
2.147585417,1,1,1,1,1,1
2.147589625,1,1,0,1,1,1
2.147602292,1,1,1,1,1,1
2.147606542,1,1,1,0,1,1
2.147631167,1,1,1,1,1,1
2.147635625,1,1,1,1,0,1
2.147684208,1,1,1,1,1,1
2.147688667,1,1,1,1,1,0
2.147785167,1,1,1,1,1,1
2.147789792,0,1,1,1,1,1
2.147793250,1,1,1,1,1,1
2.147797458,1,0,1,1,1,1
2.147804083,1,1,1,1,1,1
2.147808292,1,1,0,1,1,1
2.147820958,1,1,1,1,1,1
2.147825208,1,1,1,0,1,1
2.147849833,1,1,1,1,1,1
2.147854333,1,1,1,1,0,1
2.147902917,1,1,1,1,1,1
2.147907333,1,1,1,1,1,0
2.148003833,1,1,1,1,1,1
2.148008458,0,1,1,1,1,1
2.148011917,1,1,1,1,1,1
2.148016125,1,0,1,1,1,1
2.148022750,1,1,1,1,1,1
2.148026958,1,1,0,1,1,1
2.148039583,1,1,1,1,1,1
2.148043875,1,1,1,0,1,1
2.148068458,1,1,1,1,1,1
2.148072958,1,1,1,1,0,1
2.148122208,1,1,1,1,1,1
2.148126667,1,1,1,1,1,0
2.148223167,1,1,1,1,1,1
2.148227792,0,1,1,1,1,1
2.148231250,1,1,1,1,1,1
2.148235458,1,0,1,1,1,1
2.148242125,1,1,1,1,1,1
2.148246333,1,1,0,1,1,1
2.148258958,1,1,1,1,1,1
2.148263208,1,1,1,0,1,1
2.148287833,1,1,1,1,1,1
2.148292333,1,1,1,1,0,1
2.148340917,1,1,1,1,1,1
2.148345333,1,1,1,1,1,0
2.148441875,1,1,1,1,1,1
2.148446500,0,1,1,1,1,1
2.148449958,1,1,1,1,1,1
2.148454125,1,0,1,1,1,1
2.148460792,1,1,1,1,1,1
2.148465000,1,1,0,1,1,1
2.148477625,1,1,1,1,1,1
2.148481875,1,1,1,0,1,1
2.148506500,1,1,1,1,1,1
2.148511000,1,1,1,1,0,1
2.148559583,1,1,1,1,1,1
2.148564042,1,1,1,1,1,0
2.148660542,1,1,1,1,1,1
2.148665167,0,1,1,1,1,1
2.148668625,1,1,1,1,1,1
2.148672833,1,0,1,1,1,1
2.148679458,1,1,1,1,1,1
2.148683667,1,1,0,1,1,1
2.148696333,1,1,1,1,1,1
2.148700583,1,1,1,0,1,1
2.148725208,1,1,1,1,1,1
2.148729667,1,1,1,1,0,1
2.148778250,1,1,1,1,1,1
2.148782708,1,1,1,1,1,0
2.148879208,1,1,1,1,1,1
2.148883833,0,1,1,1,1,1
2.148887292,1,1,1,1,1,1
2.148891500,1,0,1,1,1,1
2.148898125,1,1,1,1,1,1
2.148902333,1,1,0,1,1,1
2.148915000,1,1,1,1,1,1
2.148919250,1,1,1,0,1,1
2.148943875,1,1,1,1,1,1
2.148948333,1,1,1,1,0,1
2.148996917,1,1,1,1,1,1
2.149001375,1,1,1,1,1,0
2.149098583,1,1,1,1,1,1
2.149103208,0,1,1,1,1,1
